19/06 00:31:00 FINE sim.Admin|Log for simulation 1 started
19/06 00:33:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, OLD, HIGH_INCOME], adType=video] to 0.001776769206704778
19/06 00:33:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, YOUNG, HIGH_INCOME], adType=video] to 0.001615352863852842
19/06 00:33:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, OLD, LOW_INCOME], adType=text] to 0.00269274056673422
19/06 00:33:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, OLD, LOW_INCOME], adType=video] to 0.0025247274320520006
19/06 00:33:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, YOUNG, HIGH_INCOME], adType=video] to 6.046617599999998E-4
19/06 00:33:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, OLD, HIGH_INCOME], adType=video] to 2.8211099074559986E-5
19/06 00:33:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, YOUNG, LOW_INCOME], adType=text] to 0.004974243641500136
19/06 00:33:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, OLD, LOW_INCOME], adType=text] to 0.0020027695380787397
19/06 00:33:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, OLD, HIGH_INCOME], adType=text] to 0.0017042187898488389
19/06 00:33:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, YOUNG, HIGH_INCOME], adType=text] to 0.002362823728215819
19/06 00:33:50 FINE agents.DefaultAdxUserManager|Updating reserve prices for cnet
19/06 00:33:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, YOUNG, LOW_INCOME], adType=text] to 0.001548655461335042
19/06 00:33:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, YOUNG, LOW_INCOME], adType=video] to 0.005142141493056724
19/06 00:33:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, YOUNG, LOW_INCOME], adType=video] to 0.002094564093356445
19/06 00:33:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, YOUNG, HIGH_INCOME], adType=text] to 5.593545048075669E-4
19/06 00:33:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, OLD, LOW_INCOME], adType=video] to 0.0018152220178144524
19/06 00:33:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, OLD, HIGH_INCOME], adType=text] to 0.001249722965739836
19/06 00:33:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, OLD, HIGH_INCOME], adType=video] to 0.0015704614246708837
19/06 00:33:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, YOUNG, HIGH_INCOME], adType=video] to 0.002206518656718189
19/06 00:33:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, OLD, LOW_INCOME], adType=text] to 0.003062462915200335
19/06 00:33:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, OLD, LOW_INCOME], adType=video] to 0.0022233787447360175
19/06 00:33:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, YOUNG, HIGH_INCOME], adType=video] to 5.754817145627395E-4
19/06 00:33:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, OLD, HIGH_INCOME], adType=video] to 8.608772131963597E-4
19/06 00:33:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, YOUNG, LOW_INCOME], adType=text] to 0.005173815056287858
19/06 00:33:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, OLD, LOW_INCOME], adType=text] to 6.662028283255819E-4
19/06 00:33:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, OLD, HIGH_INCOME], adType=text] to 0.0014774865754503136
19/06 00:33:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, YOUNG, HIGH_INCOME], adType=text] to 0.0036487317243978643
19/06 00:33:50 FINE agents.DefaultAdxUserManager|Updating reserve prices for bestbuy
19/06 00:33:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, YOUNG, LOW_INCOME], adType=text] to 0.0013456729027650086
19/06 00:33:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, YOUNG, LOW_INCOME], adType=video] to 2.2383086927718482E-4
19/06 00:33:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, YOUNG, LOW_INCOME], adType=video] to 9.014138834440687E-4
19/06 00:33:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, YOUNG, HIGH_INCOME], adType=text] to 1.5060902744760222E-4
19/06 00:33:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, OLD, LOW_INCOME], adType=video] to 3.529083649453701E-5
19/06 00:33:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, OLD, HIGH_INCOME], adType=text] to 4.987393566806569E-5
19/06 00:33:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, YOUNG, HIGH_INCOME], adType=video] to 1.3060694015999994E-4
19/06 00:33:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, OLD, HIGH_INCOME], adType=video] to 2.9980417833817216E-5
19/06 00:33:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, OLD, LOW_INCOME], adType=video] to 9.831720727610013E-4
19/06 00:33:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, OLD, LOW_INCOME], adType=text] to 6.679160740385828E-4
19/06 00:33:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, YOUNG, HIGH_INCOME], adType=video] to 3.932323681575492E-5
19/06 00:33:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, OLD, HIGH_INCOME], adType=video] to 7.284958738761618E-4
19/06 00:33:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, YOUNG, LOW_INCOME], adType=text] to 7.740449999672523E-4
19/06 00:33:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, OLD, HIGH_INCOME], adType=text] to 0.0017690166587168129
19/06 00:33:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, OLD, LOW_INCOME], adType=text] to 4.30725262821588E-5
19/06 00:33:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, YOUNG, HIGH_INCOME], adType=text] to 5.0481760767704956E-5
19/06 00:33:50 FINE agents.DefaultAdxUserManager|Updating reserve prices for ebay
19/06 00:33:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, YOUNG, LOW_INCOME], adType=text] to 0.0013347924908948872
19/06 00:33:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, YOUNG, LOW_INCOME], adType=video] to 0.0023884399479936814
19/06 00:33:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, YOUNG, LOW_INCOME], adType=video] to 0.0016508872206268763
19/06 00:33:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, YOUNG, HIGH_INCOME], adType=text] to 5.2661602553087994E-5
19/06 00:33:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, OLD, LOW_INCOME], adType=video] to 0.0017881111442929207
19/06 00:33:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, OLD, HIGH_INCOME], adType=text] to 0.0017124503904206367
19/06 00:33:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, YOUNG, HIGH_INCOME], adType=video] to 0.001779006408938559
19/06 00:33:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, OLD, HIGH_INCOME], adType=video] to 9.686889754086629E-4
19/06 00:33:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, OLD, LOW_INCOME], adType=text] to 0.0023001507954619233
19/06 00:33:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, OLD, LOW_INCOME], adType=video] to 9.318538737098604E-4
19/06 00:33:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, YOUNG, HIGH_INCOME], adType=video] to 1.3572490211937285E-4
19/06 00:33:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, OLD, HIGH_INCOME], adType=video] to 1.2249074109340176E-4
19/06 00:33:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, YOUNG, LOW_INCOME], adType=text] to 0.004972476134075759
19/06 00:33:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, OLD, HIGH_INCOME], adType=text] to 0.00109886082470235
19/06 00:33:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, OLD, LOW_INCOME], adType=text] to 9.270392045927415E-4
19/06 00:33:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, YOUNG, HIGH_INCOME], adType=text] to 0.0015174859317953857
19/06 00:33:50 FINE agents.DefaultAdxUserManager|Updating reserve prices for nyt
19/06 00:33:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, YOUNG, LOW_INCOME], adType=text] to 0.001005590138743182
19/06 00:33:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, YOUNG, LOW_INCOME], adType=video] to 0.0020652801854660944
19/06 00:33:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, YOUNG, LOW_INCOME], adType=video] to 6.477781340224301E-4
19/06 00:33:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, YOUNG, HIGH_INCOME], adType=text] to 4.624142809793553E-5
19/06 00:33:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, OLD, LOW_INCOME], adType=video] to 0.0010849978582637176
19/06 00:33:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, OLD, HIGH_INCOME], adType=text] to 2.024356542887541E-4
19/06 00:33:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, YOUNG, HIGH_INCOME], adType=video] to 0.0015298719457653809
19/06 00:33:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, OLD, HIGH_INCOME], adType=video] to 3.665898355049698E-5
19/06 00:33:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, OLD, LOW_INCOME], adType=text] to 0.0011761786999674579
19/06 00:33:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, OLD, LOW_INCOME], adType=video] to 0.0010806088577604252
19/06 00:33:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, YOUNG, HIGH_INCOME], adType=video] to 3.0362096700881113E-4
19/06 00:33:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, OLD, HIGH_INCOME], adType=video] to 3.6616803370979106E-5
19/06 00:33:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, YOUNG, LOW_INCOME], adType=text] to 0.0028628465259394062
19/06 00:33:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, OLD, HIGH_INCOME], adType=text] to 8.011444068477173E-5
19/06 00:33:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, OLD, LOW_INCOME], adType=text] to 0.0017730701463855377
19/06 00:33:50 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, YOUNG, HIGH_INCOME], adType=text] to 0.0010585684861173065
19/06 00:33:50 FINE agents.DefaultAdxUserManager|##################################### S-Invoking users activity
19/06 00:33:50 SEVERE demand.CampaignImpl|Campaign #419955441 impressed while over limit. Current cost: 1.4615568006258491E-5 Budget limit: 6.343
19/06 00:33:50 INFO agents.DemandAgent|Posting DIRECTLY to CampaignLimitReached to the event bus for campaign #419955441 advertiser name: DummyAdnetwork-4
19/06 00:33:50 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #419955441 due to limit. My name is DummyAdnetwork-5
19/06 00:33:50 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #419955441 due to limit. My name is DummyAdnetwork-3
19/06 00:33:50 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #419955441 due to limit. My name is DummyAdnetwork-6
19/06 00:33:50 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #419955441 due to limit. My name is DummyAdnetwork-7
19/06 00:33:50 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #419955441 due to limit. My name is DummyAdnetwork-2
19/06 00:33:50 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #419955441 due to limit. My name is DummyAdnetwork
19/06 00:33:50 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #419955441 due to limit. My name is DummyAdnetwork-4
19/06 00:33:50 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #419955441 due to limit. My name is adv1
19/06 00:33:50 INFO agents.DemandAgent|Posting CampaignLimitReached to the event bus for campaign #419955441 advertiser name: DummyAdnetwork-4
19/06 00:33:50 SEVERE tracker.AdxBidTrackerImpl|Limit request was already sent today to stop bidding for campaign #419955441 due to limit
19/06 00:33:50 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #419955441 due to limit. My name is adv1
19/06 00:33:50 SEVERE tracker.AdxBidTrackerImpl|Limit request was already sent today to stop bidding for campaign #419955441 due to limit
19/06 00:33:50 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #419955441 due to limit. My name is DummyAdnetwork-5
19/06 00:33:50 SEVERE tracker.AdxBidTrackerImpl|Limit request was already sent today to stop bidding for campaign #419955441 due to limit
19/06 00:33:50 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #419955441 due to limit. My name is DummyAdnetwork-6
19/06 00:33:50 SEVERE tracker.AdxBidTrackerImpl|Limit request was already sent today to stop bidding for campaign #419955441 due to limit
19/06 00:33:50 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #419955441 due to limit. My name is DummyAdnetwork
19/06 00:33:50 SEVERE tracker.AdxBidTrackerImpl|Limit request was already sent today to stop bidding for campaign #419955441 due to limit
19/06 00:33:50 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #419955441 due to limit. My name is DummyAdnetwork-4
19/06 00:33:50 SEVERE tracker.AdxBidTrackerImpl|Limit request was already sent today to stop bidding for campaign #419955441 due to limit
19/06 00:33:50 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #419955441 due to limit. My name is DummyAdnetwork-7
19/06 00:33:50 SEVERE tracker.AdxBidTrackerImpl|Limit request was already sent today to stop bidding for campaign #419955441 due to limit
19/06 00:33:50 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #419955441 due to limit. My name is DummyAdnetwork-2
19/06 00:33:50 SEVERE tracker.AdxBidTrackerImpl|Limit request was already sent today to stop bidding for campaign #419955441 due to limit
19/06 00:33:50 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #419955441 due to limit. My name is DummyAdnetwork-3
19/06 00:33:50 FINE agents.DefaultAdxUserManager|##################################### E-Invoking users activity - total time in millis: 46
19/06 00:33:50 INFO sim.Simulation|***** START OF TIME 17 COMPLETE *****
19/06 00:33:50 FINE agents.DemandAgent|Day 17 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.16493940492678194 Cmp ID: 222157210 Cmp Bid: 665
19/06 00:33:50 FINE agents.DemandAgent|Day 17 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.17182042953450122 Cmp ID: 222157210 Cmp Bid: 3577
19/06 00:33:50 FINE agents.DemandAgent|Day 17 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.14076830058881273 Cmp ID: 222157210 Cmp Bid: 1402
19/06 00:33:50 FINE agents.DemandAgent|Day 17 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.10867372456844776 Cmp ID: 222157210 Cmp Bid: 2056
19/06 00:33:50 FINE agents.DemandAgent|Day 17 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.1462630078748005 Cmp ID: 222157210 Cmp Bid: 284
